"","WT_1","WT_2","WT_3","IrrKO_1","IrrKO_2","IrrKO_3"
"CHP1",3842.88051455597,3911.21493731802,4044.51872496494,4202.60562374435,4414.59041313887,4218.07942127138
"OIP5-AS1",2159.42105058904,1924.51502535248,2008.58389764743,2127.39173809233,2165.76421662005,2000.06954548622
"OIP5",429.661821386499,419.211908029426,488.043151300715,495.231897722869,514.779184064045,437.126033913863
"NUSAP1",5530.04395974175,5324.31287793894,5514.63119473242,5817.37284663371,5684.10561208566,6043.79670251846
"NDUFAF1",441.699760347759,451.376504553422,488.043151300715,503.470506002917,524.008292941687,452.07051370579
"RTF1",4045.67348628796,4066.67715385067,4052.21117393466,4355.47757738524,4493.55056686981,4695.05740129705
"ITPKA",16.6679154848211,33.2367497414634,29.0603627744734,30.208230360175,17.4327612133242,21.1713463718965
"LTK",4.62997652356141,6.43291930479937,7.69244896971355,18.3080184001061,10.2545654196025,12.4537331599391
"RPAP1",996.370947870416,989.597419721636,1006.85609848028,1022.50282764592,1060.3220643869,1003.77089269109
"TYRO3",584.30303727345,689.394518830999,618.814783785845,595.925998923453,587.586598543223,608.987551521023
"MGA",3596.5657635025,3689.27922130244,3747.07736480269,3512.39333006035,3731.63635619335,3566.74917700657
"MAPKBP1",900.99343148505,982.09234719937,900.871246008675,960.255565085564,1025.45654196025,945.23834683938
"JMJD7",99.0814976042142,129.730539313454,121.369750411036,171.179972040992,131.258437370912,118.310465019422
"SPTBN5",74.0796243769826,84.7001041798584,64.95845796647,98.8632993605728,107.672936905826,105.856731859483
"EHD4",2242.76062801315,2268.67620815924,2467.56668617367,2325.11833681347,2374.95735117994,2210.53763588919
"VPS39",1759.39107895334,1742.24897838316,1770.9726961385,1919.59572925112,1887.86549374882,1965.19909263839
"TMEM87A",3345.62103592548,3401.9421590214,3378.69453080863,3573.72519170071,3613.70885386792,3617.80948296232
"GANC",628.75081189964,729.064187877262,612.831767920513,663.665667003845,636.808512557315,652.57561758081
"CAPN3",50.0037464544632,41.8139754811959,41.0263945051389,63.162663480366,60.5019359756547,54.7964259037322
"ZNF106",5889.33013797011,6197.04559695673,5893.27062735277,6667.78030131863,6984.38450729126,6711.3167998912
"SNAP23",907.475398618036,939.206218500708,837.622221146586,919.97792460533,1008.02378074692,973.88193310724
"LRRC57",748.204206207524,760.156631183792,732.492085227168,840.338044564869,809.085211606636,871.761321195739
"HAUS2",1624.19576446534,1654.3324145509,1738.49346715526,1879.31808877089,1950.41834280839,1921.61102657861
"STARD9",188.903042161306,161.895135837451,157.267845603033,172.095372960997,162.022133629719,186.805997399087
"CDAN1",657.45666634572,748.36294579166,709.414738318027,721.335924964179,792.677906935273,743.487869648366
"LOC102724445",873.213572343682,867.371952930448,919.675010156864,949.2707540455,962.903692900674,939.01148025941
